,id,type,date,date_unixtime,actor,actor_id,action,title,text,text_entities,from,from_id,reply_to_message_id,photo,photo_file_size,width,height,edited,edited_unixtime,reactions,inviter,members,file,file_name,file_size,thumbnail,thumbnail_file_size,mime_type,location_information,forwarded_from,media_type,sticker_emoji,duration_seconds,poll,via_bot,place_name,address,message_id
5139,5319,message,2025-03-04T19:17:49,1741112269,,,,,"ребят никто не собирается комнату сдавать с 1го апреля?
примерно за 350 ?","[{'type': 'plain', 'text': 'ребят никто не собирается комнату сдавать с 1го апреля?\nпримерно за 350 ?'}]",Алишер,user637239187,,,,,,,,,,,,,,,,,,,,,,,,,,
5140,5320,message,2025-03-05T16:22:45,1741188165,,,,,Почему?,"[{'type': 'plain', 'text': 'Почему?'}]",Елена,user5550853942,5316.0,,,,,,,,,,,,,,,,,,,,,,,,,
5141,5321,message,2025-03-05T16:36:59,1741189019,,,,,Просто это чат инженеров,"[{'type': 'plain', 'text': 'Просто это чат инженеров'}]",Aza Natürlich,user1197228025,5320.0,,,,,,,,,,,,,,,,,,,,,,,,,
5142,5322,message,2025-03-05T16:37:17,1741189037,,,,,,[],Aza Natürlich,user1197228025,,,,480.0,512.0,,,,,,(File not included. Change data exporting settings to download.),sticker.webp,17978.0,(File not included. Change data exporting settings to download.),11252.0,image/webp,,,sticker,👍,,,,,,
5144,5324,message,2025-03-05T19:21:55,1741198915,,,,,Почему вы пишите в этот чат?раздавайте обьявления на улицах,"[{'type': 'plain', 'text': 'Почему вы пишите в этот чат?раздавайте обьявления на улицах'}]",Ваня пивное пузо🍺🦔,user6663254509,5315.0,,,,,,,,,,,,,,,,,,,,,,,,,
5145,5325,message,2025-03-05T19:23:10,1741198990,,,,,Ну по приколу собираюсь,"[{'type': 'plain', 'text': 'Ну по приколу собираюсь'}]",Ваня пивное пузо🍺🦔,user6663254509,5319.0,,,,,,,,,,,,,,,,,,,,,,,,,
5146,5326,message,2025-03-05T20:37:27,1741203447,,,,,Прошу прощения,"[{'type': 'plain', 'text': 'Прошу прощения'}]",Елена,user5550853942,,,,,,,,,,,,,,,,,,,,,,,,,,
5147,5327,message,2025-03-05T20:37:52,1741203472,,,,,"Бог простит, и я прощу","[{'type': 'plain', 'text': 'Бог простит, и я прощу'}]",Andrei🗿 Андрей,user824231521,,,,,,,,,,,,,,,,,,,,,,,,,,
5148,5328,message,2025-03-05T21:36:55,1741207015,,,,,Ладно,"[{'type': 'plain', 'text': 'Ладно'}]",Ваня пивное пузо🍺🦔,user6663254509,5326.0,,,,,,,,,,,,,,,,,,,,,,,,,
5149,5329,message,2025-03-05T22:34:10,1741210450,,,,,,[],олексеф,user545452527,5328.0,,,186.0,136.0,,,,,,(File not included. Change data exporting settings to download.),terry-reaction.mp4,31304.0,(File not included. Change data exporting settings to download.),5415.0,video/mp4,,,animation,,4.0,,,,,
5151,5331,message,2025-03-07T12:37:33,1741347453,,,,,"привет, заберёт кто нибудь вещь с kleinanzeigen за вознаграждение?","[{'type': 'plain', 'text': 'привет, заберёт кто нибудь вещь с kleinanzeigen за вознаграждение?'}]",P.Ь,user1156873368,,,,,,,,,,,,,,,,,,,,,,,,,,
5152,5332,message,2025-03-07T12:42:57,1741347777,,,,,Шо за наеб нахуй а ну пиздуй отсюда пока хуем те глаз не выбыл,"[{'type': 'plain', 'text': 'Шо за наеб нахуй а ну пиздуй отсюда пока хуем те глаз не выбыл'}]",Ваня пивное пузо🍺🦔,user6663254509,5331.0,,,,,2025-03-07T12:48:08,1741348088,"[{'type': 'emoji', 'count': 1, 'emoji': '❤', 'recent': [{'from': 'Мото', 'from_id': 'user290770932', 'date': '2025-03-07T12:48:08'}]}]",,,,,,,,,,,,,,,,,,
5153,5333,message,2025-03-07T12:43:05,1741347785,,,,,Лан,"[{'type': 'plain', 'text': 'Лан'}]",Ваня пивное пузо🍺🦔,user6663254509,5329.0,,,,,,,,,,,,,,,,,,,,,,,,,
5154,5334,message,2025-03-07T13:00:15,1741348815,,,,,а в чем наеб?,"[{'type': 'plain', 'text': 'а в чем наеб?'}]",P.Ь,user1156873368,5332.0,,,,,,,,,,,,,,,,,,,,,,,,,
5155,5335,message,2025-03-07T13:00:55,1741348855,,,,,"я занимаюсь винтажными сумками, продавец отправлять не хочет","[{'type': 'plain', 'text': 'я занимаюсь винтажными сумками, продавец отправлять не хочет'}]",P.Ь,user1156873368,,,,,,,,,,,,,,,,,,,,,,,,,,
5156,5336,message,2025-03-07T13:01:00,1741348860,,,,,сам ехать не хочу,"[{'type': 'plain', 'text': 'сам ехать не хочу'}]",P.Ь,user1156873368,,,,,,,,,,,,,,,,,,,,,,,,,,
5157,5337,message,2025-03-07T13:01:08,1741348868,,,,,"ищу людей, кто заберёт","[{'type': 'plain', 'text': 'ищу людей, кто заберёт'}]",P.Ь,user1156873368,,,,,,,,,,,,,,,,,,,,,,,,,,
5158,5338,message,2025-03-07T13:15:53,1741349753,,,,,Давай,"[{'type': 'plain', 'text': 'Давай'}]",Andrei🗿 Андрей,user824231521,,,,,,,,,,,,,,,,,,,,,,,,,,
5159,5339,message,2025-03-07T13:15:56,1741349756,,,,,Куда ехать,"[{'type': 'plain', 'text': 'Куда ехать'}]",Andrei🗿 Андрей,user824231521,,,,,,,,,,,,,,,,,,,,,,,,,,
5160,5340,message,2025-03-07T13:16:00,1741349760,,,,,И сколько награда,"[{'type': 'plain', 'text': 'И сколько награда'}]",Andrei🗿 Андрей,user824231521,,,,,,,,,,,,,,,,,,,,,,,,,,
5161,5341,message,2025-03-07T13:16:50,1741349810,,,,,"Могу тебя с собой на машине забрать, для проверки","[{'type': 'plain', 'text': 'Могу тебя с собой на машине забрать, для проверки'}]",Andrei🗿 Андрей,user824231521,,,,,,,,,,,,,,,,,,,,,,,,,,
5162,5342,message,2025-03-07T15:48:50,1741358930,,,,,Андрюша сайдквесты начал выполнять,"[{'type': 'plain', 'text': 'Андрюша сайдквесты начал выполнять'}]",Никита,user390136193,,,,,,2025-03-07T19:19:55,1741371595,"[{'type': 'emoji', 'count': 1, 'emoji': '🤣', 'recent': [{'from': 'Максим', 'from_id': 'user3160908', 'date': '2025-03-07T19:19:55'}]}]",,,,,,,,,,,,,,,,,,
5163,5343,message,2025-03-07T15:48:59,1741358939,,,,,конец рядом уже,"[{'type': 'plain', 'text': 'конец рядом уже'}]",Никита,user390136193,,,,,,,,,,,,,,,,,,,,,,,,,,
5164,5344,message,2025-03-07T15:49:24,1741358964,,,,,завтра солнце взойдет на западе,"[{'type': 'plain', 'text': 'завтра солнце взойдет на западе'}]",koller,user788517334,,,,,,,,,,,,,,,,,,,,,,,,,,
5167,5348,message,2025-03-09T19:16:41,1741544201,,,,,"Всем привет, есть тут кто-то из Пассау?","[{'type': 'plain', 'text': 'Всем привет, есть тут кто-то из Пассау?'}]",Почему?,user8013958318,,,,,,,,,,,,,,,,,,,,,,,,,,
5168,5349,message,2025-03-09T19:18:15,1741544295,,,,,Иногда,"[{'type': 'plain', 'text': 'Иногда'}]",Andrei🗿 Андрей,user824231521,5348.0,,,,,,,,,,,,,,,,,,,,,,,,,
5169,5350,message,2025-03-09T19:19:14,1741544354,,,,,"В целом я из Монтенегро, но из пассау могу тоже побыть","[{'type': 'plain', 'text': 'В целом я из Монтенегро, но из пассау могу тоже побыть'}]",Andrei🗿 Андрей,user824231521,,,,,,,,,,,,,,,,,,,,,,,,,,
5170,5351,message,2025-03-09T20:41:31,1741549291,,,,,Она по-русски Черногория называется,"[{'type': 'plain', 'text': 'Она по-русски Черногория называется'}]",Danya,user2004541673,,,,,,,,,,,,,,,,,,,,,,,,,,
5171,5352,message,2025-03-09T20:43:07,1741549387,,,,,Пашел нахуй,"[{'type': 'plain', 'text': 'Пашел нахуй'}]",Andrei🗿 Андрей,user824231521,,,,,,,,,,,,,,,,,,,,,,,,,,
5172,5353,message,2025-03-09T20:43:24,1741549404,,,,,Я еще на русском языке буду говорить,"[{'type': 'plain', 'text': 'Я еще на русском языке буду говорить'}]",Andrei🗿 Андрей,user824231521,,,,,,,,,,,,,,,,,,,,,,,,,,
5173,5354,message,2025-03-09T20:44:07,1741549447,,,,,,[],Саничка,user224067848,,,,512.0,416.0,2025-03-28T22:59:52,1743199192,"[{'type': 'emoji', 'count': 1, 'emoji': '❤', 'recent': [{'from': 'Татьяна Федорченко', 'from_id': 'user7882974419', 'date': '2025-03-28T22:59:52'}]}]",,,(File not included. Change data exporting settings to download.),sticker.webm,210682.0,(File not included. Change data exporting settings to download.),8672.0,video/webm,,,sticker,🚶‍♂️,3.0,,,,,
5174,5355,message,2025-03-09T20:51:23,1741549883,,,,,На Украинском тоже вроде как Черногория,"[{'type': 'plain', 'text': 'На Украинском тоже вроде как Черногория'}]",Danya,user2004541673,,,,,,,,,,,,,,,,,,,,,,,,,,
5175,5356,message,2025-03-09T20:51:32,1741549892,,,,,Ну или похожее что-то,"[{'type': 'plain', 'text': 'Ну или похожее что-то'}]",Danya,user2004541673,,,,,,,,,,,,,,,,,,,,,,,,,,
5176,5357,message,2025-03-09T20:51:55,1741549915,,,,,Пашел нахуй,"[{'type': 'plain', 'text': 'Пашел нахуй'}]",Andrei🗿 Андрей,user824231521,,,,,,,,,,,,,,,,,,,,,,,,,,
5177,5358,message,2025-03-09T20:52:01,1741549921,,,,,Я еще на украинском языке буду говорить,"[{'type': 'plain', 'text': 'Я еще на украинском языке буду говорить'}]",Andrei🗿 Андрей,user824231521,,,,,,,,,,,,,,,,,,,,,,,,,,
5178,5359,message,2025-03-09T20:52:21,1741549941,,,,,А на каком будешь,"[{'type': 'plain', 'text': 'А на каком будешь'}]",Danya,user2004541673,,,,,,,,,,,,,,,,,,,,,,,,,,
5179,5360,message,2025-03-09T20:53:33,1741550013,,,,,Чорногорія😁,"[{'type': 'plain', 'text': 'Чорногорія😁'}]",𝘼𝙧𝙩𝙆𝙪𝘿,user1538858598,5356.0,,,,,,,,,,,,,,,,,,,,,,,,,
5180,5361,message,2025-03-09T20:54:08,1741550048,,,,,Ну похоже же,"[{'type': 'plain', 'text': 'Ну похоже же'}]",Danya,user2004541673,,,,,,,,,,,,,,,,,,,,,,,,,,
5183,5365,message,2025-03-11T12:33:08,1741692788,,,,,"Квартира (sublet) в Fisherdorf свободна с 1 апреля по 31 мая, без регистрации. 

Аренда: 375€ (warmmiete) 
Залог: 540€

Пишите в личные, если заинтересованы :)","[{'type': 'plain', 'text': 'Квартира (sublet) в Fisherdorf свободна с 1 апреля по 31 мая, без регистрации. \n\nАренда: 375€ (warmmiete) \nЗалог: 540€\n\nПишите в личные, если заинтересованы :)'}]",Yelizaveta Hliebova,user567988457,,,,,,2025-03-11T12:37:01,1741693021,,,,,,,,,,,,,,,,,,,
5184,5366,message,2025-03-11T13:47:06,1741697226,,,,,ERL?,"[{'type': 'plain', 'text': 'ERL?'}]",Misha Avrutskiy,user787983282,5365.0,,,,,,,,,,,,,,,,,,,,,,,,,
5185,5367,message,2025-03-11T13:48:06,1741697286,,,,,Da,"[{'type': 'plain', 'text': 'Da'}]",Викус,user448877148,5366.0,,,,,,,,,,,,,,,,,,,,,,,,,
5186,5368,message,2025-03-13T14:43:32,1741873412,,,,,"Народ, продаю Apple Pencil Gen 1, новый в неоткрытой упаковке, покупала себе, но, как бывает, подарили потом почти сразу Gen 2. Мейби кому-то будет интересно.","[{'type': 'plain', 'text': 'Народ, продаю Apple Pencil Gen 1, новый в неоткрытой упаковке, покупала себе, но, как бывает, подарили потом почти сразу Gen 2. Мейби кому-то будет интересно.'}]",Merein Perelman,user5521754687,,,,,,,,,,,,,,,,,,,,,,,,,,
5188,5375,message,2025-03-23T19:27:48,1742754468,,,,,"Добрый день 
Ищу переводчика(к травматологу) в город Штраубинг , 31.03, на 14:30","[{'type': 'plain', 'text': 'Добрый день \nИщу переводчика(к травматологу) в город Штраубинг , 31.03, на 14:30'}]",Костя,user706237879,,,,,,,,,,,,,,,,,,,,,,,,,,
5189,5376,message,2025-03-23T19:40:10,1742755210,,,,,"Ищу Untermieter с 1-ого апреля по 31-ое мая. 

Fischerdorf
Квартира с мебелью 18 кв. метров 
Своя кухня и ванная комната

Аренда: 375€
Кауцион: 540€","[{'type': 'plain', 'text': 'Ищу Untermieter с 1-ого апреля по 31-ое мая. \n\nFischerdorf\nКвартира с мебелью 18 кв. метров \nСвоя кухня и ванная комната\n\nАренда: 375€\nКауцион: 540€'}]",Yelizaveta Hliebova,user567988457,,,,,,,,,,,,,,,,,,,,,,,,,,
5190,5377,message,2025-03-23T19:40:49,1742755249,,,,,Ищу дилдо,"[{'type': 'plain', 'text': 'Ищу дилдо'}]",Andrei🗿 Андрей,user824231521,,,,,,2025-03-23T19:48:36,1742755716,"[{'type': 'custom_emoji', 'count': 4, 'document_id': 'stickers/sticker (35).webp', 'recent': [{'from': 'alina', 'from_id': 'user481369631', 'date': '2025-04-01T15:11:43'}, {'from': 'Саша', 'from_id': 'user465219212', 'date': '2025-03-23T20:58:13'}, {'from': 'Никита', 'from_id': 'user390136193', 'date': '2025-03-23T20:15:30'}]}, {'type': 'emoji', 'count': 1, 'emoji': '❤'}]",,,,,,,,,,,,,,,,,,
5191,5378,message,2025-03-23T19:41:37,1742755297,,,,,Сколько платишь?,"[{'type': 'plain', 'text': 'Сколько платишь?'}]",Danya,user2004541673,5377.0,,,,,,,,,,,,,,,,,,,,,,,,,
5192,5379,message,2025-03-23T19:42:26,1742755346,,,,,,[],Andrei🗿 Андрей,user824231521,,(File not included. Change data exporting settings to download.),302911.0,1280.0,960.0,2025-03-28T10:29:01,1743154141,"[{'type': 'emoji', 'count': 1, 'emoji': '🔥', 'recent': [{'from': 'серсологиня', 'from_id': 'user497416821', 'date': '2025-03-28T10:29:01'}]}]",,,,,,,,,,,,,,,,,,
5193,5381,message,2025-03-23T19:50:42,1742755842,,,,,Они не готовы,"[{'type': 'plain', 'text': 'Они не готовы'}]",Andrei🗿 Андрей,user824231521,,,,,,2025-03-23T20:31:45,1742758305,"[{'type': 'emoji', 'count': 1, 'emoji': '❤', 'recent': [{'from': 'Мото', 'from_id': 'user290770932', 'date': '2025-03-23T20:31:45'}]}]",,,,,,,,,,,,,,,,,,
5196,5385,message,2025-03-29T00:15:38,1743203738,,,,,чай поставьте,"[{'type': 'plain', 'text': 'чай поставьте'}]",Andrei🗿 Андрей,user824231521,,,,,,,,,,,,,,,,,,,,,,,,,,
5197,5386,message,2025-03-29T01:14:55,1743207295,,,,,Чай поставьте,"[{'type': 'plain', 'text': 'Чай поставьте'}]",Aza Natürlich,user1197228025,,,,,,,,,,,,,,,,,,,,,,,,,,
5198,5387,message,2025-03-29T01:50:41,1743209441,,,,,чай поставьте,"[{'type': 'plain', 'text': 'чай поставьте'}]",Шамиль,user727614788,,,,,,,,,,,,,,,,,,,,,,,,,,
5199,5393,message,2025-03-29T12:30:26,1743247826,,,,,Беру,"[{'type': 'plain', 'text': 'Беру'}]",Andrei🗿 Андрей,user824231521,5392.0,,,,,,,,,,,,,,,,,,,,,,,,,
5200,5394,message,2025-03-29T12:46:54,1743248814,,,,,месяц назад за 1500 отдавали,"[{'type': 'plain', 'text': 'месяц назад за 1500 отдавали'}]",МЖ,user3160908,5393.0,,,,,,,,,,,,,,,,,,,,,,,,,
5201,5395,message,2025-03-29T12:50:16,1743249016,,,,,Инфляция…,"[{'type': 'plain', 'text': 'Инфляция…'}]",koller,user788517334,5394.0,,,,,,,,,,,,,,,,,,,,,,,,,
5202,5396,message,2025-03-29T12:53:38,1743249218,,,,,Гоев греть,"[{'type': 'plain', 'text': 'Гоев греть'}]",Aza Natürlich,user1197228025,5394.0,,,,,2025-03-29T14:32:07,1743255127,"[{'type': 'emoji', 'count': 1, 'emoji': '⚡', 'recent': [{'from': 'Григорій Кузнецов', 'from_id': 'user454297265', 'date': '2025-03-29T14:32:07'}]}]",,,,,,,,,,,,,,,,,,
5203,5397,message,2025-03-29T14:32:14,1743255134,,,,,Надо каждый день,"[{'type': 'plain', 'text': 'Надо каждый день'}]",Григорій Кузнецов,user454297265,5396.0,,,,,,,,,,,,,,,,,,,,,,,,,
5205,5400,message,2025-04-01T20:06:34,1743530794,,,,,"Доброго вечора! Хто може піти зі мною зараз до адвокату в центрі, потрібно просто перевести на Німецькій язик","[{'type': 'plain', 'text': 'Доброго вечора! Хто може піти зі мною зараз до адвокату в центрі, потрібно просто перевести на Німецькій язик'}]",Татьяна Федорченко,user7882974419,,,,,,,,,,,,,,,,,,,,,,,,,,
5206,5401,message,2025-04-01T22:11:39,1743538299,,,,,"['Home | Flohmarkt Deggendorf\n', {'type': 'link', 'text': 'https://www.deggendorfer-flohmarkt.de/'}]","[{'type': 'plain', 'text': 'Home | Flohmarkt Deggendorf\n'}, {'type': 'link', 'text': 'https://www.deggendorfer-flohmarkt.de/'}]",Pavel Levin,user974085988,,,,,,2025-04-01T22:45:12,1743540312,"[{'type': 'emoji', 'count': 1, 'emoji': '👍', 'recent': [{'from': 'МЖ', 'from_id': 'user3160908', 'date': '2025-04-01T22:45:12'}]}]",,,,,,,,,,,,,,,,,,
5207,5402,message,2025-04-01T22:11:54,1743538314,,,,,5 числа будет проводится блошка,"[{'type': 'plain', 'text': '5 числа будет проводится блошка'}]",Pavel Levin,user974085988,,,,,,,,,,,,,,,,,,,,,,,,,,
5208,5403,message,2025-04-01T22:12:21,1743538341,,,,,Найс,"[{'type': 'plain', 'text': 'Найс'}]",Andrei🗿 Андрей,user824231521,5402.0,,,,,,,,,,,,,,,,,,,,,,,,,
5209,5404,message,2025-04-01T22:12:49,1743538369,,,,,"Я могу помочь с переводом, но на русский, украинского не знаю","[{'type': 'plain', 'text': 'Я могу помочь с переводом, но на русский, украинского не знаю'}]",Pavel Levin,user974085988,5400.0,,,,,2025-04-02T02:41:32,1743554492,"[{'type': 'emoji', 'count': 1, 'emoji': '🕊', 'recent': [{'from': 'Aza Natürlich', 'from_id': 'user1197228025', 'date': '2025-04-02T02:41:32'}]}]",,,,,,,,,,,,,,,,,,
5210,5405,message,2025-04-01T23:17:38,1743542258,,,,,сейчас сразу вспомнит,"[{'type': 'plain', 'text': 'сейчас сразу вспомнит'}]",koller,user788517334,5404.0,,,,,2025-04-02T10:46:30,1743583590,"[{'type': 'emoji', 'count': 1, 'emoji': '🌚', 'recent': [{'from': 'Саша', 'from_id': 'user465219212', 'date': '2025-04-02T10:46:30'}]}]",,,,,,,,,,,,,,,,,,
5211,5406,message,2025-04-02T10:47:24,1743583644,,,,,"['Німецька ', {'type': 'bold', 'text': 'мова'}, ' ущё с утра была, уже переименовали в язик?']","[{'type': 'plain', 'text': 'Німецька '}, {'type': 'bold', 'text': 'мова'}, {'type': 'plain', 'text': ' ущё с утра была, уже переименовали в язик?'}]",Саша,user465219212,5400.0,,,,,2025-04-02T10:51:28,1743583888,"[{'type': 'emoji', 'count': 1, 'emoji': '🤡', 'recent': [{'from': 'Rostyslav', 'from_id': 'user545912472', 'date': '2025-04-02T18:39:30'}]}, {'type': 'custom_emoji', 'count': 1, 'document_id': 'video_files/sticker (1).webm', 'recent': [{'from': 'Саничка', 'from_id': 'user224067848', 'date': '2025-04-02T10:51:28'}]}]",,,,,,,,,,,,,,,,,,
5212,5407,message,2025-04-02T10:49:20,1743583760,,,,,,[],МЖ,user3160908,,,,512.0,512.0,2025-04-02T10:54:45,1743584085,"[{'type': 'emoji', 'count': 2, 'emoji': '🤣', 'recent': [{'from': '123', 'from_id': 'user1862642772', 'date': '2025-04-02T23:38:43'}, {'from': 'Hamster🐹🍫', 'from_id': 'user1240493917', 'date': '2025-04-02T10:54:45'}]}, {'type': 'emoji', 'count': 1, 'emoji': '❤', 'recent': [{'from': 'Aiya D', 'from_id': 'user972529910', 'date': '2025-04-02T15:59:06'}]}]",,,(File not included. Change data exporting settings to download.),sticker.webp,34154.0,(File not included. Change data exporting settings to download.),21618.0,image/webp,,,sticker,🇰🇿,,,,,,
5213,5408,message,2025-04-02T10:53:57,1743584037,,,,,Руссификация,"[{'type': 'plain', 'text': 'Руссификация'}]",Danya,user2004541673,5406.0,,,,,,,,,,,,,,,,,,,,,,,,,
5214,5409,message,2025-04-02T10:54:01,1743584041,,,,,"Какой-то слишком зелёный Борат, и без усов","[{'type': 'plain', 'text': 'Какой-то слишком зелёный Борат, и без усов'}]",Саша,user465219212,5407.0,,,,,2025-04-02T10:55:33,1743584133,"[{'type': 'emoji', 'count': 2, 'emoji': '💩', 'recent': [{'from': 'Rostyslav', 'from_id': 'user545912472', 'date': '2025-04-02T18:39:36'}, {'from': 'Aza Natürlich', 'from_id': 'user1197228025', 'date': '2025-04-02T10:55:33'}]}, {'type': 'emoji', 'count': 1, 'emoji': '😁', 'recent': [{'from': 'Леша', 'from_id': 'user545452527', 'date': '2025-04-02T16:16:32'}]}]",,,,,,,,,,,,,,,,,,
5216,5412,message,2025-04-03T11:33:22,1743672802,,,,,Осуждаю я,"[{'type': 'plain', 'text': 'Осуждаю я'}]",Шамиль,user727614788,,,,,,,,,,,,,,,,,,,,,,,,,,
5217,5413,message,2025-04-03T12:33:08,1743676388,,,,,"У меня есть подозрение, что Тобиас Брандт - засланый казачок","[{'type': 'plain', 'text': 'У меня есть подозрение, что Тобиас Брандт - засланый казачок'}]",Милый Друг,user687550967,,,,,,,,,,,,,,,,,,,,,,,,,,
5221,5423,message,2025-04-19T18:12:08,1745079128,,,,,"[{'type': 'mention', 'text': '@aldanbergenov'}, ' ', {'type': 'mention', 'text': '@teewhymagg'}, ' ', {'type': 'mention', 'text': '@maximlapitan'}, ' ', {'type': 'mention', 'text': '@azamatowisconti'}, ' \nпочему русских притесняют?']","[{'type': 'mention', 'text': '@aldanbergenov'}, {'type': 'plain', 'text': ' '}, {'type': 'mention', 'text': '@teewhymagg'}, {'type': 'plain', 'text': ' '}, {'type': 'mention', 'text': '@maximlapitan'}, {'type': 'plain', 'text': ' '}, {'type': 'mention', 'text': '@azamatowisconti'}, {'type': 'plain', 'text': ' \nпочему русских притесняют?'}]",МЖ,user3160908,,,,,,,,,,,,,,,,,,,,,,,,,,
5222,5424,message,2025-04-19T18:13:28,1745079208,,,,,Провокаторов не поддерживаем,"[{'type': 'plain', 'text': 'Провокаторов не поддерживаем'}]",Aza Natürlich,user1197228025,,,,,,,,,,,,,,,,,,,,,,,,,,
5223,5425,message,2025-04-19T18:14:28,1745079268,,,,,Сколько?,"[{'type': 'plain', 'text': 'Сколько?'}]",Andrei🗿 Андрей,user824231521,5417.0,,,,,,,,,,,,,,,,,,,,,,,,,
5224,5426,message,2025-04-19T18:14:33,1745079273,,,,,,[],Алия,user7050045368,,,,,,,,,,,(File not included. Change data exporting settings to download.),,24682.0,,,audio/ogg,,,voice_message,,6.0,,,,,
5225,5427,message,2025-04-19T18:14:47,1745079287,,,,,Чего сколько?),"[{'type': 'plain', 'text': 'Чего сколько?)'}]",Алия,user7050045368,5425.0,,,,,,,,,,,,,,,,,,,,,,,,,
5226,5428,message,2025-04-19T18:14:56,1745079296,,,,,,[],Andrei🗿 Андрей,user824231521,,,,384.0,384.0,2025-04-19T20:18:53,1745086733,"[{'type': 'emoji', 'count': 1, 'emoji': '❤', 'recent': [{'from': 'Мото', 'from_id': 'user290770932', 'date': '2025-04-19T20:18:53'}]}]",,,(File not included. Change data exporting settings to download.),,582898.0,(File not included. Change data exporting settings to download.),16087.0,video/mp4,,,video_message,,4.0,,,,,
5227,5429,message,2025-04-19T18:14:56,1745079296,,,,,,[],Aza Natürlich,user1197228025,,,,400.0,400.0,2025-04-19T20:19:00,1745086740,"[{'type': 'emoji', 'count': 1, 'emoji': '❤', 'recent': [{'from': 'Мото', 'from_id': 'user290770932', 'date': '2025-04-19T20:19:00'}]}]",,,(File not included. Change data exporting settings to download.),video.mp4,2147495.0,(File not included. Change data exporting settings to download.),13217.0,video/mp4,,,video_message,,15.0,,,,,
5228,5430,message,2025-04-19T18:15:09,1745079309,,,,,🤣🤣🤣🤣🤣🤣🤣,"[{'type': 'plain', 'text': '🤣🤣🤣🤣🤣🤣🤣'}]",Алия,user7050045368,,,,,,,,,,,,,,,,,,,,,,,,,,
5229,5431,message,2025-04-19T18:15:41,1745079341,,,,,,[],Andrei🗿 Андрей,user824231521,,,,384.0,384.0,2025-04-19T18:16:58,1745079418,"[{'type': 'emoji', 'count': 1, 'emoji': '❤', 'recent': [{'from': 'Мото', 'from_id': 'user290770932', 'date': '2025-04-19T18:16:58'}]}]",,,(File not included. Change data exporting settings to download.),,358903.0,(File not included. Change data exporting settings to download.),13752.0,video/mp4,,,video_message,,2.0,,,,,
5230,5432,message,2025-04-19T18:15:42,1745079342,,,,,Хахахахахаххахахахаха дауны,"[{'type': 'plain', 'text': 'Хахахахахаххахахахаха дауны'}]",Maxim Lapitan,user1281170230,,,,,,,,,,,,,,,,,,,,,,,,,,
5231,5434,message,2025-04-19T18:16:14,1745079374,,,,,пиздец вы чё черти,"[{'type': 'plain', 'text': 'пиздец вы чё черти'}]",МЖ,user3160908,5429.0,,,,,,,,,,,,,,,,,,,,,,,,,
5232,5435,message,2025-04-19T18:16:41,1745079401,,,,,Я казах мне похуй,"[{'type': 'plain', 'text': 'Я казах мне похуй'}]",Maxim Lapitan,user1281170230,5423.0,,,,,,,,,,,,,,,,,,,,,,,,,
5233,5436,message,2025-04-19T18:17:27,1745079447,,,,,Создайте мне фэйсбук уже,"[{'type': 'plain', 'text': 'Создайте мне фэйсбук уже'}]",Алия,user7050045368,,,,,,,,,,,,,,,,,,,,,,,,,,
5234,5437,message,2025-04-19T18:17:43,1745079463,,,,,100 дирхам,"[{'type': 'plain', 'text': '100 дирхам'}]",МЖ,user3160908,,,,,,2025-04-19T18:17:48,1745079468,"[{'type': 'emoji', 'count': 1, 'emoji': '🤣', 'recent': [{'from': 'Алия', 'from_id': 'user7050045368', 'date': '2025-04-19T18:17:48'}]}]",,,,,,,,,,,,,,,,,,
5235,5438,message,2025-04-19T18:18:04,1745079484,,,,,"Максим, жду","[{'type': 'plain', 'text': 'Максим, жду'}]",Алия,user7050045368,,,,,,,,,,,,,,,,,,,,,,,,,,
5236,5439,message,2025-04-19T18:18:19,1745079499,,,,,меня депортировали в прошлом году...,"[{'type': 'plain', 'text': 'меня депортировали в прошлом году...'}]",МЖ,user3160908,,,,,,,,,,,,,,,,,,,,,,,,,,
5237,5440,message,2025-04-19T18:18:31,1745079511,,,,,Сколько?,"[{'type': 'plain', 'text': 'Сколько?'}]",Andrei🗿 Андрей,user824231521,5436.0,,,,,,,,,,,,,,,,,,,,,,,,,
5238,5441,message,2025-04-19T18:18:37,1745079517,,,,,3 штуки хватит,"[{'type': 'plain', 'text': '3 штуки хватит'}]",МЖ,user3160908,5440.0,,,,,,,,,,,,,,,,,,,,,,,,,
5239,5444,message,2025-04-19T18:25:43,1745079943,,,,,,[],Andrei🗿 Андрей,user824231521,,,,384.0,384.0,,,,,,(File not included. Change data exporting settings to download.),,1097023.0,(File not included. Change data exporting settings to download.),14870.0,video/mp4,,,video_message,,8.0,,,,,
